CLIENTNUM,churn_probability,risk_tier,top_driver,Total_Trans_Ct,Total_Trans_Amt,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Credit_Limit,Avg_Utilization_Ratio,Card_Category,Income_Category,Gender,Customer_Age
714103908,0.0022187456,Stable,Total_Trans_Ct,74,4515,2,2,743,2778.0,0.267,0,4,0,54
771502383,0.00051050825,Stable,Total_Trans_Ct,80,4884,5,4,1539,2474.0,0.622,0,4,0,54
713014533,0.0014999391,Stable,Total_Trans_Amt,64,3557,3,4,1596,5632.0,0.283,0,1,0,54
713980383,0.99855095,Critical,Total_Trans_Ct,28,1902,2,4,0,11025.0,0.0,0,5,0,49
711294258,0.0009213432,Stable,Total_Trans_Ct,88,4780,3,3,2377,2642.0,0.9,0,4,0,43
719954733,0.0017274956,Stable,Total_Trans_Ct,68,4435,6,3,1255,30357.0,0.041,0,3,1,43
711561933,0.0002123803,Stable,Total_Trans_Ct,70,4256,6,1,1420,2201.0,0.645,0,4,0,57
826077033,0.99668294,Critical,Total_Trans_Ct,39,2423,0,4,0,2002.0,0.0,0,4,0,46
711555483,0.0003960797,Stable,Total_Trans_Ct,83,4551,3,2,2517,8777.0,0.287,0,5,0,43
715194183,0.9972337,Critical,Total_Trans_Ct,43,2423,3,4,411,2575.0,0.16,0,4,0,53
716929233,0.0045810775,Stable,Total_Trans_Ct,92,5235,3,4,1607,5182.0,0.31,0,1,0,43
709014558,0.0013345401,Stable,Total_Trans_Ct,82,4383,3,2,0,3783.0,0.0,0,2,1,49
710636208,0.008364859,Stable,Total_Trans_Ct,74,3847,5,3,0,34516.0,0.0,0,0,1,51
815525508,0.03690743,Stable,Total_Trans_Amt,60,3894,1,4,0,1515.0,0.0,0,4,0,46
718746933,0.00052102585,Stable,Total_Trans_Ct,66,3441,3,4,2022,2865.0,0.706,0,4,0,56
715686183,0.011547618,Stable,Total_Trans_Ct,65,4795,2,1,0,2711.0,0.0,0,1,0,46
741778458,0.003997902,Stable,Total_Ct_Chng_Q4_Q1,57,3406,2,3,1550,2341.0,0.662,0,4,0,54
801056358,0.00017570167,Stable,Total_Trans_Ct,75,3851,1,3,1864,13287.0,0.14,0,3,1,51
709486158,0.0016039663,Stable,Total_Trans_Ct,72,4530,1,3,0,1438.3,0.0,0,4,0,33
713826183,0.9959794,Critical,Total_Trans_Ct,44,2242,3,4,0,1639.0,0.0,0,1,1,41
803342358,0.032420292,Stable,Total_Trans_Amt,56,3382,1,4,2517,5668.0,0.444,0,2,1,55
780292683,0.9525461,Critical,Total_Trans_Ct,24,984,4,4,2354,24542.0,0.096,0,0,1,55
788646858,0.0031570557,Stable,Total_Trans_Ct,61,4275,3,1,1268,1959.0,0.647,0,4,0,41
711116133,0.9579914,Critical,Total_Ct_Chng_Q4_Q1,47,2461,2,4,0,1838.0,0.0,0,4,0,50
708584208,0.98581713,Critical,Total_Trans_Ct,41,2367,2,4,2517,3111.0,0.809,0,4,0,36
789097833,0.0006310028,Stable,Total_Trans_Ct,93,4230,3,3,720,3927.0,0.183,0,4,0,39
709443633,0.013934492,Stable,Total_Trans_Ct,62,4770,1,1,838,4345.0,0.193,0,4,0,38
767280633,0.0004666574,Stable,Total_Trans_Ct,96,4378,2,2,1454,3003.0,0.484,0,4,0,46
713096583,0.99612457,Critical,Total_Trans_Ct,40,2294,3,2,544,1438.3,0.378,0,4,0,40
721033908,0.00034320264,Stable,Total_Trans_Ct,82,4552,3,1,1053,2541.0,0.414,0,2,1,58
756025233,0.9813756,Critical,Total_Trans_Ct,44,2437,3,2,1014,2422.0,0.419,0,4,0,43
711977508,0.99794847,Critical,Total_Relationship_Count,40,2141,2,4,1211,1440.0,0.841,0,4,0,56
772076208,0.00017237388,Stable,Total_Trans_Ct,70,3677,3,0,1146,26108.0,0.044,0,3,1,58
710666583,0.89572865,Watch,Customer_Age,36,2321,2,4,2312,2516.0,0.919,0,4,0,29
712369308,0.8401873,Watch,Total_Trans_Ct,38,1969,3,2,1047,3646.0,0.287,0,1,0,48
794784633,0.00019903544,Stable,Total_Trans_Ct,77,4478,1,2,2123,2214.0,0.959,0,1,0,61
716437533,0.0012759307,Stable,Total_Trans_Ct,88,4101,3,3,0,11862.0,0.0,0,3,1,51
715109508,0.00023121416,Stable,Total_Trans_Ct,96,5347,1,4,1427,8729.0,0.163,0,5,0,44
795392433,0.0012541924,Stable,Total_Trans_Ct,69,4651,1,1,0,2423.0,0.0,0,5,0,35
712721358,0.9807539,Critical,Total_Trans_Ct,43,2059,3,2,2517,4073.0,0.618,0,4,0,48
720118908,0.0020753883,Stable,Total_Trans_Amt,65,3477,2,4,0,9916.0,0.0,0,4,1,26
799486158,0.0026843485,Stable,Total_Trans_Ct,65,4222,2,4,949,1438.3,0.66,0,4,0,39
718980633,0.0014077539,Stable,Total_Trans_Ct,84,4835,3,3,1151,6452.0,0.178,0,3,1,38
717336408,0.96770716,Critical,Total_Trans_Amt,44,2452,3,1,1411,1952.0,0.723,0,4,0,51
709546608,0.0029830232,Stable,Total_Trans_Ct,64,4803,5,4,647,1438.3,0.45,0,4,0,37
823624158,0.0012014987,Stable,Total_Trans_Ct,78,4579,2,2,0,4500.0,0.0,0,5,0,53
771688983,0.00034457174,Stable,Total_Trans_Ct,68,4201,1,2,1811,2252.0,0.804,0,4,0,53
708701358,0.00070786726,Stable,Total_Trans_Ct,79,4000,2,3,2031,2370.0,0.857,0,4,0,39
712048008,0.0012496279,Stable,Total_Trans_Ct,69,4127,2,2,1988,2610.0,0.762,0,1,0,56
710712783,0.00025826605,Stable,Total_Trans_Ct,76,3904,3,3,1787,2294.0,0.779,0,4,0,52
716626008,0.0002106616,Stable,Total_Trans_Ct,102,4243,3,4,1659,5062.0,0.328,0,5,0,51
718284408,0.00051897456,Stable,Total_Trans_Ct,68,3970,2,2,1452,2415.0,0.601,0,4,0,43
717414933,0.0072747446,Stable,Total_Trans_Ct,61,3818,3,3,2049,2918.0,0.702,0,4,0,51
713032233,0.000207453,Stable,Total_Trans_Ct,83,4812,1,4,2271,2708.0,0.839,0,4,0,53
714234858,0.0001919504,Stable,Total_Trans_Ct,84,4735,1,4,1739,3666.0,0.474,0,4,0,54
714818058,0.0029213268,Stable,Total_Trans_Ct,74,4591,3,1,0,1438.3,0.0,0,1,0,36
708731658,0.98128474,Critical,Total_Trans_Ct,42,1587,3,4,0,1438.3,0.0,0,4,0,53
708706833,0.9930084,Critical,Total_Trans_Ct,40,2466,3,3,0,2809.0,0.0,0,5,0,39
780100533,0.014278055,Stable,Total_Trans_Amt,67,3586,2,4,2376,26303.0,0.09,0,3,1,46
711712983,0.00089638354,Stable,Total_Trans_Ct,80,4503,2,3,0,15982.0,0.0,0,3,1,56
712549758,0.0046417774,Stable,Total_Trans_Amt,61,3749,2,1,0,25060.0,0.0,0,5,0,40
713348433,0.014734095,Stable,Total_Trans_Ct,62,4477,3,2,751,1545.0,0.486,0,1,0,42
820599333,0.00045432607,Stable,Total_Trans_Ct,85,4469,2,2,604,1438.3,0.42,0,4,0,43
787261008,0.00035593353,Stable,Total_Trans_Ct,75,4446,3,4,1128,4112.0,0.274,0,2,1,43
778343958,0.0013153546,Stable,Total_Trans_Ct,72,3866,3,0,0,1451.0,0.0,0,4,0,47
788407833,0.00024665438,Stable,Total_Trans_Ct,79,4025,3,2,1368,16424.0,0.083,0,5,0,49
760807608,0.00033512258,Stable,Total_Trans_Ct,83,4751,3,4,1680,2340.0,0.718,0,4,0,48
771108933,0.0017902921,Stable,Total_Trans_Ct,71,4385,3,4,879,1926.0,0.456,0,4,0,47
715954158,0.9865552,Critical,Total_Trans_Ct,29,2433,2,4,931,2954.0,0.315,0,1,1,48
715499058,0.99863905,Critical,Total_Trans_Ct,33,2775,3,2,0,1848.0,0.0,0,1,0,36
717995958,0.00029685095,Stable,Total_Trans_Ct,72,4397,1,4,1463,1634.0,0.895,0,5,0,47
718736883,0.0011201948,Stable,Total_Trans_Amt,61,3421,1,4,2058,4328.0,0.476,0,4,0,49
721045608,0.00044756194,Stable,Total_Trans_Ct,75,4554,3,3,2131,2943.0,0.724,0,4,0,51
715215108,0.0026310657,Stable,Total_Trans_Ct,68,4899,3,3,1573,2611.0,0.602,0,4,0,54
795823383,0.0044603036,Stable,Total_Trans_Amt,63,3888,1,3,0,2419.0,0.0,0,4,0,43
718338708,0.005782006,Stable,Total_Trans_Ct,73,3380,2,2,0,5481.0,0.0,0,1,0,49
713588958,0.00017796762,Stable,Total_Trans_Ct,70,3655,1,1,1507,2129.0,0.708,0,4,0,40
710120358,0.28120962,Stable,Total_Relationship_Count,37,2229,2,4,2312,9026.0,0.256,0,2,1,40
809582058,0.0007129466,Stable,Total_Trans_Ct,73,4410,2,2,1249,1761.0,0.709,0,1,1,48
709199358,0.99567753,Critical,Total_Relationship_Count,19,1684,3,4,0,3316.0,0.0,0,4,1,60
821889858,0.9314264,Critical,Total_Trans_Amt,44,2493,4,3,1477,1970.0,0.75,0,5,0,50
815324433,0.002131588,Stable,Total_Trans_Ct,86,4200,3,1,0,1438.3,0.0,0,4,0,46
793656633,0.0002403803,Stable,Total_Trans_Ct,76,5101,3,1,1303,2278.0,0.572,0,5,0,35
713246208,0.0067058196,Stable,Total_Relationship_Count,54,4548,2,4,1318,13364.0,0.099,0,1,1,65
711493158,0.00034791118,Stable,Total_Trans_Ct,90,4926,2,2,2467,2801.0,0.881,0,2,1,52
721163133,0.023673281,Stable,Total_Trans_Amt,60,3948,3,1,0,28292.0,0.0,0,5,1,44
826417233,0.0011821453,Stable,Total_Trans_Ct,71,5089,3,4,1011,2933.0,0.345,0,4,0,35
711619608,0.0012818151,Stable,Total_Trans_Ct,84,4584,3,2,0,21630.0,0.0,0,3,1,45
712244733,0.00017560755,Stable,Total_Trans_Ct,73,4412,1,2,2230,3132.0,0.712,0,4,0,56
709638783,0.00053564395,Stable,Total_Trans_Ct,92,4056,3,4,2048,2961.0,0.692,0,1,0,50
720296808,0.9670966,Critical,Total_Trans_Amt,47,2554,3,2,1771,4173.0,0.424,0,5,0,52
718926258,0.00037507422,Stable,Total_Trans_Ct,90,4627,3,2,642,2458.0,0.261,0,5,0,37
714706083,0.0016108396,Stable,Total_Trans_Ct,75,4284,3,4,997,12229.0,0.082,0,2,1,44
721473783,0.0016849409,Stable,Total_Trans_Ct,75,4614,1,1,604,2272.0,0.266,0,4,0,35
712230408,0.0008544836,Stable,Total_Trans_Ct,80,3700,2,4,1445,6953.0,0.208,0,0,1,42
716186883,0.0004945255,Stable,Total_Trans_Ct,78,4120,6,2,933,1792.0,0.521,0,1,0,48
715204083,0.0023977652,Stable,Total_Trans_Ct,80,4990,2,2,901,2765.0,0.326,0,4,0,47
709283358,0.9849016,Critical,Total_Trans_Ct,42,2473,2,3,0,2895.0,0.0,0,4,0,43
817887408,0.00021767823,Stable,Total_Trans_Ct,84,3485,1,4,1148,6904.0,0.166,0,4,0,39
789481233,0.545988,Watch,Total_Trans_Amt,55,2859,3,3,0,2220.0,0.0,0,1,1,39
718184883,0.03681528,Stable,Total_Trans_Amt,63,3878,2,2,0,1495.0,0.0,0,4,0,48
821157183,0.00035109217,Stable,Total_Trans_Ct,88,4698,2,3,1398,2541.0,0.55,0,4,0,42
709837308,0.0021026754,Stable,Total_Trans_Ct,71,3833,1,2,0,7531.0,0.0,0,5,0,34
779491908,0.006788459,Stable,Total_Trans_Amt,59,4272,2,1,1391,8644.0,0.161,0,5,0,47
718399233,0.003836753,Stable,Total_Trans_Ct,77,4152,3,1,0,1531.0,0.0,0,1,0,43
779447358,0.0003372184,Stable,Total_Trans_Ct,93,4486,3,4,2104,2884.0,0.73,0,4,0,50
710661333,0.8466763,Watch,Total_Trans_Amt,47,2513,3,2,1545,10241.0,0.151,0,5,0,55
789114408,0.006453836,Stable,Total_Trans_Ct,82,4693,1,4,0,4182.0,0.0,0,1,0,50
710570058,0.9984999,Critical,Total_Trans_Ct,37,2512,2,4,0,3101.0,0.0,0,4,0,44
712681608,0.0010595623,Stable,Total_Trans_Ct,70,4011,4,2,1355,4542.0,0.298,0,4,0,54
709086933,0.0013093338,Stable,Total_Trans_Ct,72,4209,2,4,2517,3372.0,0.746,0,4,0,40
709179708,0.0009234415,Stable,Total_Trans_Ct,75,3622,1,2,0,3099.0,0.0,0,2,1,40
711206958,0.00027019152,Stable,Total_Trans_Ct,73,4163,1,2,1305,2416.0,0.54,0,5,0,41
823928058,0.00276048,Stable,Total_Trans_Ct,79,4509,2,4,578,5299.0,0.109,0,4,0,52
796330983,0.00015777981,Stable,Total_Trans_Ct,85,4785,1,4,1283,2138.0,0.6,0,4,0,41
771284658,0.965021,Critical,Total_Trans_Amt,41,2613,2,4,896,1850.0,0.484,0,4,0,47
779307558,0.0045733517,Stable,Total_Trans_Ct,81,4806,3,3,0,3585.0,0.0,0,1,0,53
788846508,0.00013974184,Stable,Total_Trans_Ct,81,4567,1,3,1903,2690.0,0.707,0,1,0,48
783500283,0.0010006154,Stable,Total_Trans_Ct,74,5041,3,2,1228,29100.0,0.042,0,3,1,62
802247658,0.9817965,Critical,Total_Trans_Ct,43,2599,5,4,2422,2699.0,0.897,0,1,1,59
795573333,0.00254792,Stable,Total_Trans_Ct,67,4142,2,1,1165,8376.0,0.139,0,3,1,41
721366308,0.002985881,Stable,Total_Trans_Amt,64,3702,3,1,2060,13509.0,0.152,0,1,1,50
720377433,0.0009854757,Stable,Total_Trans_Ct,74,4593,2,4,2217,2396.0,0.925,0,4,0,38
711243108,0.0009981185,Stable,Total_Trans_Ct,78,3835,3,3,2207,18964.0,0.116,0,3,1,50
789351783,0.00027738995,Stable,Total_Trans_Ct,88,4518,2,2,1618,2114.0,0.765,0,4,0,40
719699208,0.0013632443,Stable,Total_Trans_Ct,65,4423,3,4,729,1623.0,0.449,0,4,0,39
720774183,0.00040842898,Stable,Total_Trans_Ct,69,4300,2,1,1959,2579.0,0.76,0,4,0,40
713590158,0.5589582,Watch,Total_Trans_Ct,40,2042,2,4,2080,5045.0,0.412,0,2,1,41
715547058,0.98301435,Critical,Total_Trans_Amt,51,2707,3,4,0,2089.0,0.0,0,4,0,35
815596608,0.00103888,Stable,Total_Trans_Ct,72,4615,1,3,921,2866.0,0.321,0,1,0,48
718921683,0.033468578,Stable,Total_Relationship_Count,49,4816,6,3,1835,9738.0,0.188,0,3,1,49
720031908,0.0013129658,Stable,Total_Trans_Ct,74,4326,1,1,0,4370.0,0.0,0,2,1,55
716716083,0.00022279647,Stable,Total_Trans_Ct,84,4578,2,3,1878,3355.0,0.56,0,3,1,58
819969933,0.022695467,Stable,Total_Trans_Ct,67,4193,2,2,0,5070.0,0.0,0,1,0,43
714382608,0.0003194709,Stable,Total_Trans_Ct,85,4315,2,0,1161,2572.0,0.451,0,4,0,35
720092283,0.00078712124,Stable,Total_Trans_Ct,78,4379,2,3,978,2016.0,0.485,0,4,0,40
720531633,0.99607444,Critical,Total_Trans_Ct,36,2665,2,2,2517,3552.0,0.709,0,4,0,55
718508883,0.97180384,Critical,Total_Trans_Amt,47,2306,3,3,238,2325.0,0.102,0,4,0,43
708794133,0.018013662,Stable,Total_Ct_Chng_Q4_Q1,50,3197,1,4,2136,2533.0,0.843,0,4,0,46
713447583,0.23935457,Stable,Total_Trans_Amt,58,5480,3,2,2055,3871.0,0.531,0,1,0,48
716107158,0.8061485,Watch,Total_Trans_Ct,46,3098,1,5,431,3983.0,0.108,0,4,0,32
712713108,0.0007155103,Stable,Total_Trans_Ct,85,4802,2,3,1883,2035.0,0.925,0,5,0,61
719245083,0.00045216968,Stable,Total_Trans_Ct,74,4087,3,4,1539,1773.0,0.868,0,4,0,53
708269583,0.00025469638,Stable,Total_Trans_Ct,86,4014,2,4,1377,2029.0,0.679,0,4,0,42
720234708,0.89801615,Watch,Total_Relationship_Count,50,2429,3,2,0,15490.0,0.0,0,0,1,45
709436883,0.0007030322,Stable,Total_Trans_Ct,87,5000,2,2,1619,2941.0,0.55,0,1,0,56
714140133,9.348086e-05,Stable,Total_Trans_Ct,74,4678,1,2,1547,2314.0,0.669,0,4,0,42
716136333,0.9901821,Critical,Total_Trans_Amt,41,2725,2,1,2517,4212.0,0.598,0,4,0,40
715031433,0.015848842,Stable,Total_Relationship_Count,60,4664,3,3,1493,6248.0,0.239,0,3,1,57
810667158,0.00043804414,Stable,Total_Trans_Ct,75,4344,1,1,974,2430.0,0.401,0,1,1,40
715253433,0.001240945,Stable,Total_Trans_Ct,79,5266,2,3,1372,5543.0,0.248,0,3,1,48
809937933,0.0015326674,Stable,Total_Trans_Ct,82,4384,3,2,2013,2470.0,0.815,0,1,0,42
708997833,0.024387287,Stable,Total_Trans_Amt,62,4045,3,1,603,3255.0,0.185,0,1,0,49
718296558,0.99314684,Critical,Total_Trans_Ct,33,2345,3,5,1327,1691.0,0.785,0,1,0,44
780086658,0.93584627,Critical,Total_Trans_Ct,39,2060,2,4,0,18229.0,0.0,0,2,1,43
708754833,0.00090133207,Stable,Total_Trans_Ct,72,4583,4,4,1182,2827.0,0.418,0,5,0,48
788638908,0.0013454567,Stable,Total_Trans_Ct,71,4278,2,4,2127,2351.0,0.905,0,4,0,43
715607958,0.00025061984,Stable,Total_Trans_Ct,78,4385,1,3,2201,4202.0,0.524,0,4,0,45
708515358,0.0016640676,Stable,Total_Trans_Ct,82,4216,3,2,0,4712.0,0.0,0,4,0,40
716357058,0.17944841,Stable,Total_Amt_Chng_Q4_Q1,56,2955,3,1,787,2611.0,0.301,0,3,1,53
714569958,0.0018490526,Stable,Total_Trans_Ct,65,3852,2,1,2459,3206.0,0.767,0,4,0,38
716822583,0.0018754946,Stable,Total_Trans_Ct,74,3648,2,3,802,5245.0,0.153,0,4,0,39
721109358,0.00039185927,Stable,Total_Trans_Ct,87,4162,2,1,0,2583.0,0.0,0,2,1,39
827635083,0.00021301302,Stable,Total_Trans_Ct,75,4222,3,3,755,1438.3,0.525,0,5,0,59
715492983,0.09903209,Stable,Total_Trans_Amt,62,4348,2,4,2517,7464.0,0.337,0,0,1,40
712234308,0.00012693986,Stable,Total_Trans_Ct,90,4767,1,2,1805,4928.0,0.366,0,5,0,54
708334158,0.04100693,Stable,Total_Trans_Amt,58,3068,2,4,686,9863.0,0.07,0,4,0,46
812488608,0.0005000021,Stable,Total_Trans_Ct,73,4908,1,3,2209,5024.0,0.44,0,4,0,44
793345008,0.00025926402,Stable,Total_Trans_Ct,80,4287,1,3,0,1438.3,0.0,0,4,0,44
715487733,0.9978631,Critical,Total_Trans_Ct,42,2287,3,3,0,1452.0,0.0,0,1,0,44
788856408,0.0003315276,Stable,Total_Trans_Ct,75,4264,5,2,1041,3317.0,0.314,0,5,0,50
708154833,0.9988913,Critical,Total_Trans_Ct,46,2336,3,3,811,1438.3,0.564,0,4,0,39
721147383,0.0002983365,Stable,Total_Trans_Ct,81,4087,2,4,1740,2448.0,0.711,0,4,0,37
803973483,0.0006261262,Stable,Total_Trans_Ct,83,4496,2,4,0,1546.0,0.0,0,4,0,49
788941983,0.9931161,Critical,Total_Relationship_Count,50,2425,3,1,0,2013.0,0.0,0,1,0,36
715603233,0.00016609913,Stable,Total_Trans_Ct,74,4436,1,2,1460,2293.0,0.637,0,1,0,53
709945458,0.0002166219,Stable,Total_Trans_Ct,82,4791,1,1,512,1438.3,0.356,0,2,1,52
714614133,0.997054,Critical,Total_Trans_Ct,39,2128,3,3,0,2819.0,0.0,0,4,0,53
768167358,8.399491e-05,Stable,Total_Trans_Ct,86,4301,3,0,1018,1702.0,0.598,0,2,1,37
737967708,0.00032059613,Stable,Total_Trans_Ct,86,4087,1,1,938,1611.0,0.582,0,1,0,52
712920633,0.00080806046,Stable,Total_Trans_Ct,79,4348,1,1,0,1438.3,0.0,0,1,0,49
780373233,0.00011527165,Stable,Total_Trans_Ct,90,4985,3,0,1940,2863.0,0.678,0,4,0,39
721384308,0.0005937373,Stable,Total_Trans_Ct,86,4763,1,4,2323,3272.0,0.71,0,1,0,39
712242633,0.00032769487,Stable,Total_Trans_Ct,76,3911,1,4,2517,2677.0,0.94,0,4,0,42
713610933,0.0011874677,Stable,Total_Trans_Ct,90,4277,2,1,0,2708.0,0.0,0,4,0,40
714257958,0.002482599,Stable,Total_Trans_Ct,68,4220,2,1,0,1738.0,0.0,0,4,0,41
772172883,0.0014263319,Stable,Total_Trans_Ct,93,4893,2,1,1349,6145.0,0.22,0,1,0,46
720204558,0.00032290746,Stable,Total_Trans_Ct,77,4597,1,3,999,1640.0,0.609,0,4,0,45
779635533,0.0015650585,Stable,Total_Trans_Ct,71,5125,1,3,1028,2348.0,0.438,0,5,0,38
804658833,0.00047332208,Stable,Total_Trans_Ct,73,4068,1,2,0,1657.0,0.0,0,4,0,53
756691608,0.0007278343,Stable,Total_Trans_Ct,81,4816,3,3,780,4554.0,0.171,0,5,0,37
806219808,0.0007381313,Stable,Total_Trans_Ct,88,5146,6,3,1972,5119.0,0.385,0,0,1,52
826266483,0.0007572735,Stable,Total_Trans_Ct,81,4586,2,2,598,10600.0,0.056,0,5,0,39
775152708,0.9930119,Critical,Total_Relationship_Count,43,1835,3,4,901,20769.0,0.043,0,3,1,49
787596558,0.0012671569,Stable,Total_Trans_Ct,85,4748,2,1,981,7116.0,0.138,0,0,1,50
803205258,0.00067118346,Stable,Total_Trans_Ct,86,4348,3,4,2379,2420.0,0.983,0,5,0,51
716041908,0.0009919977,Stable,Total_Trans_Ct,75,4383,2,4,805,2082.0,0.387,0,4,0,54
708837858,0.0006243477,Stable,Total_Trans_Ct,68,4423,2,2,1718,2718.0,0.632,0,4,0,44
828227433,0.006697773,Stable,Total_Trans_Ct,84,4957,2,4,778,5626.0,0.138,0,2,1,50
714487458,0.995928,Critical,Total_Trans_Ct,39,2306,4,2,0,2920.0,0.0,0,1,0,49
711390333,0.97586846,Critical,Total_Trans_Ct,45,2331,4,2,489,6526.0,0.075,0,3,1,59
787974108,0.987905,Critical,Total_Trans_Ct,40,2374,2,2,792,1793.0,0.442,0,1,0,37
714036258,0.0008849169,Stable,Total_Trans_Ct,64,4255,1,4,1963,2798.0,0.702,0,4,0,47
788752833,0.00024171789,Stable,Total_Trans_Ct,69,3857,3,4,1581,2427.0,0.651,0,4,0,52
773108958,0.00026015693,Stable,Total_Trans_Ct,75,4439,1,1,2138,3011.0,0.71,0,1,0,55
782437008,0.000246005,Stable,Total_Trans_Ct,83,4717,2,4,1769,2255.0,0.784,0,5,0,41
710729358,0.98107177,Critical,Total_Trans_Ct,42,2539,3,4,0,6479.0,0.0,0,5,0,40
827423433,0.0007206553,Stable,Total_Trans_Ct,67,3668,1,4,1399,7492.0,0.187,0,4,0,41
756919683,0.0001672059,Stable,Total_Trans_Ct,86,4339,1,3,1294,3632.0,0.356,0,4,0,48
779219208,0.0006703214,Stable,Total_Trans_Ct,86,4811,1,3,0,1744.0,0.0,0,4,0,38
712342833,0.000572093,Stable,Total_Trans_Ct,80,4042,3,1,2248,5905.0,0.381,0,5,0,52
721121283,0.00032655592,Stable,Total_Trans_Ct,81,4289,1,4,1280,2573.0,0.497,0,1,0,37
790006383,0.0026506558,Stable,Total_Trans_Ct,67,4221,3,2,2035,9654.0,0.211,0,3,1,45
756989583,0.0026826893,Stable,Total_Trans_Ct,68,4418,2,2,0,1605.0,0.0,0,1,1,41
717477783,0.94480926,Critical,Total_Relationship_Count,36,1563,2,2,2389,10195.0,0.234,3,4,0,49
716614683,0.0012478171,Stable,Total_Trans_Ct,73,3847,3,1,1255,34516.0,0.036,1,2,1,49
789942033,0.9616009,Critical,Total_Trans_Ct,43,2237,3,3,0,10573.0,0.0,0,2,1,43
740784258,0.0005375089,Stable,Total_Trans_Ct,90,4191,3,3,1088,1789.0,0.608,0,4,0,47
711336033,0.00026031298,Stable,Total_Trans_Amt,72,4080,3,2,1032,7595.0,0.136,0,5,0,26
768141558,0.00014200699,Stable,Total_Trans_Ct,74,4220,3,0,1896,3272.0,0.579,0,1,1,51
717179508,0.00010960647,Stable,Total_Trans_Ct,68,4011,1,3,1565,2382.0,0.657,0,4,0,33
716520033,0.0015911342,Stable,Total_Trans_Ct,61,4639,4,1,1448,1981.0,0.731,0,3,1,52
783625008,0.0048255315,Stable,Total_Trans_Ct,71,3444,2,2,0,22294.0,0.0,0,0,1,51
769330908,0.0070374357,Stable,Total_Trans_Ct,62,4134,3,4,1555,2574.0,0.604,0,4,0,49
789396783,0.0004977491,Stable,Total_Trans_Ct,78,4729,3,4,1109,2112.0,0.525,0,4,0,30
709310433,0.000998548,Stable,Total_Trans_Ct,76,4480,2,2,812,5441.0,0.149,0,4,0,65
713094483,0.006519815,Stable,Total_Trans_Ct,78,4741,2,4,0,4391.0,0.0,0,1,0,43
770753733,0.0015133361,Stable,Total_Trans_Ct,85,4854,3,2,1865,3044.0,0.613,0,4,0,42
712659408,0.00026269074,Stable,Total_Trans_Ct,81,4578,3,2,2159,2721.0,0.793,0,1,1,57
768475383,0.008150298,Stable,Total_Trans_Ct,74,4007,1,2,0,4467.0,0.0,0,1,0,62
779655183,0.00023561112,Stable,Total_Trans_Ct,82,4054,1,3,0,5033.0,0.0,0,3,1,48
711278283,0.004373219,Stable,Total_Trans_Ct,65,4705,1,2,1075,8604.0,0.125,0,4,0,61
713345508,0.00034287805,Stable,Total_Trans_Ct,83,4471,3,2,1662,2325.0,0.715,0,4,0,43
711379083,0.0006491724,Stable,Total_Trans_Ct,74,5124,3,3,1429,2758.0,0.518,0,4,0,60
789144633,0.6859503,Watch,Total_Trans_Ct,34,2001,2,2,850,9705.0,0.088,0,3,1,45
708393633,0.0009313289,Stable,Total_Trans_Ct,94,4625,2,4,1647,2685.0,0.613,0,4,0,41
708657033,0.000292106,Stable,Total_Trans_Ct,71,3837,3,2,1923,2694.0,0.714,0,4,0,60
717949008,0.9992661,Critical,Total_Trans_Ct,43,2341,2,3,412,1554.0,0.265,0,1,0,40
788866983,0.009093416,Stable,Total_Trans_Amt,61,3383,2,1,0,1438.3,0.0,0,4,0,63
751283658,0.000550349,Stable,Total_Trans_Ct,73,4306,3,3,1316,1786.0,0.737,0,1,0,42
718243533,0.0017893405,Stable,Total_Trans_Ct,74,3880,3,4,0,2648.0,0.0,0,2,1,48
779754408,0.0006512307,Stable,Total_Trans_Ct,69,4349,2,2,2123,2477.0,0.857,0,1,1,44
794866983,0.0005218429,Stable,Total_Trans_Ct,67,3812,2,1,1031,7336.0,0.141,0,5,0,51
711832533,0.002734226,Stable,Total_Trans_Amt,62,3748,3,3,1396,34516.0,0.04,3,3,1,42
788552658,0.00027288028,Stable,Total_Trans_Ct,86,4562,3,1,1759,2479.0,0.71,0,4,0,46
715415508,0.00077772205,Stable,Total_Trans_Ct,71,4301,3,3,1870,9396.0,0.199,0,5,0,42
719962458,0.0017407847,Stable,Total_Trans_Ct,70,4869,2,2,1491,2561.0,0.582,0,4,0,44
712734933,0.98766077,Critical,Total_Trans_Ct,39,1952,2,3,0,4020.0,0.0,0,4,0,43
717410508,0.0010845962,Stable,Total_Trans_Ct,70,3303,3,4,1281,25856.0,0.05,3,2,1,43
711796683,0.0017516102,Stable,Total_Trans_Ct,73,4311,4,2,1581,7398.0,0.214,0,4,0,50
709407933,0.0016025375,Stable,Total_Trans_Ct,80,4544,3,4,1802,34516.0,0.052,3,3,1,51
810493458,0.00015182716,Stable,Total_Trans_Ct,72,4388,1,3,1349,4058.0,0.332,0,5,0,52
720494058,0.0030458379,Stable,Total_Trans_Ct,79,4781,3,3,0,3042.0,0.0,0,4,0,51
717050883,0.0005094356,Stable,Total_Trans_Ct,71,4183,2,2,1617,2688.0,0.602,0,4,0,60
713163258,0.91628397,Critical,Total_Amt_Chng_Q4_Q1,52,1959,3,3,0,3388.0,0.0,0,5,0,38
